N,P,K,temperature,humidity,ph,soil_type,ingredient,fertilizer,crop
75,39,56,28.204721432233903,54.68619706059866,6.539223351606015,Sandy,Potassium Fertilizer,Calcium Nitrate,Corn
65,59,34,24.351089372391602,69.07820980480133,7.493052617597238,Clayey,Organic Compost,Calcium Nitrate,Rice
86,53,54,23.54066041773424,67.97906348418313,5.7704346274257095,Loamy,Organic Compost,Potash,Wheat
71,56,47,24.30990719736876,55.38068030867723,6.850912090672852,Loamy,Potassium Fertilizer,Superphosphate,Rice
78,43,26,18.0196816173365,71.1541743671169,6.29200193277123,Sandy,Complete Fertilizer,Calcium Nitrate,Wheat
63,52,51,20.92706614896478,63.655159752009695,5.766019597814657,Loamy,Nitrogen Fertilizer,Urea,Corn
77,46,30,15.59189299336349,70.03281774809459,5.8174735267486195,Clayey,Nitrogen Fertilizer,Potash,Barley
54,47,29,22.1331905623024,75.12101239310452,7.398546212491234,Clayey,Potassium Fertilizer,Ammonium Nitrate,Corn
96,48,28,23.14536875936495,55.09185285730769,7.259202993423524,Sandy,Potassium Fertilizer,Urea,Rice
98,46,33,18.416246041548142,50.5743460399051,7.314083920830043,Loamy,Complete Fertilizer,Superphosphate,Wheat
79,43,32,29.460432707482706,73.3730775918736,7.483065551654773,Sandy,Organic Compost,Calcium Nitrate,Rice
95,38,44,28.64181916405863,68.29092275457847,5.9166307800170355,Clayey,Phosphorus Fertilizer,Urea,Barley
54,37,21,25.832148531838588,70.98918708866366,6.210878674728123,Sandy,Organic Compost,Ammonium Nitrate,Corn
61,31,54,23.000799431480438,75.14464924965928,6.838438059849733,Loamy,Nitrogen Fertilizer,Ammonium Nitrate,Rice
65,42,26,28.049537394715273,74.08432804473502,6.467605079721294,Sandy,Potassium Fertilizer,Superphosphate,Rice
75,54,40,16.959785157351945,78.82760440786474,6.336779066756667,Loamy,Complete Fertilizer,Urea,Barley
75,36,37,26.857646914123276,66.07805236556355,6.215622498671186,Loamy,Organic Compost,Potash,Wheat
97,38,22,16.872312209502724,64.65486897979716,6.687561263886904,Clayey,Complete Fertilizer,Urea,Rice
70,51,58,26.91315993824108,62.0566159967219,6.651186857280164,Clayey,Organic Compost,Ammonium Nitrate,Barley
88,51,30,19.136513523770354,54.61073128532614,5.822915668128481,Clayey,Nitrogen Fertilizer,Superphosphate,Wheat
85,40,58,28.156358715272834,67.17821698646067,6.443479675036878,Loamy,Phosphorus Fertilizer,Superphosphate,Wheat
82,43,43,29.16063140738097,58.310375729779366,6.6069435524196996,Sandy,Complete Fertilizer,Potash,Corn
79,33,38,17.231939541076734,77.63922536638927,6.640573877462781,Loamy,Complete Fertilizer,Superphosphate,Barley
86,55,23,21.940134075980904,67.49572412831293,5.920214385824703,Clayey,Phosphorus Fertilizer,Superphosphate,Wheat
72,55,45,29.714810672440276,67.7852054152433,6.9845427845045736,Clayey,Complete Fertilizer,Superphosphate,Corn
59,58,57,22.251111539597197,60.6477398263103,5.55039818964214,Sandy,Complete Fertilizer,Superphosphate,Soybean
54,42,51,27.953212837718176,51.55968055933123,6.209663711086325,Clayey,Organic Compost,Superphosphate,Barley
85,31,58,23.830972831969795,50.95231296118966,7.0604252970712675,Clayey,Organic Compost,Ammonium Nitrate,Soybean
83,52,55,20.629948618794028,62.700054324595925,6.6277858421108045,Clayey,Phosphorus Fertilizer,Urea,Wheat
80,34,59,19.286753332888054,52.53696134291714,6.02232486502172,Sandy,Nitrogen Fertilizer,Calcium Nitrate,Barley
59,40,56,18.04834636629131,68.20540866620418,6.889906238686096,Loamy,Complete Fertilizer,Superphosphate,Corn
68,35,52,26.42697287066546,76.42919016918972,6.634781888312147,Clayey,Nitrogen Fertilizer,Calcium Nitrate,Wheat
81,47,55,20.798107602345418,76.48744449556166,7.092487218912774,Sandy,Phosphorus Fertilizer,Calcium Nitrate,Barley
50,50,22,22.66913193301127,69.77136230396697,6.970050372379647,Clayey,Phosphorus Fertilizer,Ammonium Nitrate,Barley
54,39,28,22.384882200017728,56.33695494418793,6.720215844072469,Sandy,Organic Compost,Superphosphate,Soybean
94,33,27,23.65918543849697,75.88990494076616,6.476355350621628,Clayey,Complete Fertilizer,Calcium Nitrate,Wheat
53,38,52,27.983657184368283,76.58280305939624,5.766364251335046,Sandy,Potassium Fertilizer,Superphosphate,Corn
65,35,25,29.711090153751442,55.89960754858876,6.022666035770768,Clayey,Phosphorus Fertilizer,Potash,Corn
73,31,58,21.113763128607253,72.12278257312032,6.33819894583417,Loamy,Complete Fertilizer,Potash,Wheat
65,46,23,27.412783831594545,58.59558646781369,6.698598574012777,Clayey,Nitrogen Fertilizer,Potash,Wheat
51,34,32,26.467916919820766,74.07920937058789,6.52741571043061,Sandy,Organic Compost,Calcium Nitrate,Rice
98,54,21,23.602934271833597,79.91713699710809,6.076369051919059,Clayey,Nitrogen Fertilizer,Potash,Soybean
77,35,24,29.340707154178997,50.90078015988178,5.512928715579421,Loamy,Phosphorus Fertilizer,Ammonium Nitrate,Wheat
81,55,46,18.00711773292604,76.92097597372796,6.492478443801628,Clayey,Phosphorus Fertilizer,Ammonium Nitrate,Wheat
76,41,51,16.638963154644323,68.67891600795974,6.071251977124486,Sandy,Nitrogen Fertilizer,Calcium Nitrate,Rice
69,52,40,27.809429504331334,79.20147857494463,6.969216601421071,Sandy,Phosphorus Fertilizer,Superphosphate,Rice
73,50,27,21.587247249506223,63.95028552579283,5.547892530540967,Loamy,Complete Fertilizer,Urea,Barley
61,39,57,27.704532813105907,75.42163791714121,6.6696556226115815,Sandy,Phosphorus Fertilizer,Superphosphate,Corn
99,51,27,28.396353077931224,51.871822057948314,7.382948475012131,Clayey,Organic Compost,Superphosphate,Soybean
84,50,22,15.93686390428607,60.05837150234887,5.848818534222999,Clayey,Complete Fertilizer,Superphosphate,Barley
82,56,22,28.25197144479091,52.010496132536296,6.443298981501191,Clayey,Potassium Fertilizer,Superphosphate,Wheat
82,54,41,21.724785830541332,79.26029400437211,5.682843983634276,Sandy,Phosphorus Fertilizer,Urea,Rice
92,35,25,22.65648733506348,74.5092172181551,6.751363824522706,Clayey,Phosphorus Fertilizer,Potash,Corn
86,56,21,24.398887666398153,75.57642263737911,6.601063361192451,Clayey,Organic Compost,Superphosphate,Barley
61,37,42,28.895739100951303,78.13895694301682,6.3147310484256645,Clayey,Organic Compost,Ammonium Nitrate,Corn
52,31,21,15.28674141644646,52.55310458359356,6.542754042947482,Loamy,Nitrogen Fertilizer,Calcium Nitrate,Rice
50,41,57,22.152652024767256,61.5679277754,7.29314931693802,Sandy,Nitrogen Fertilizer,Calcium Nitrate,Barley
82,42,36,25.315830636458408,52.131046671320064,5.892588604622134,Sandy,Nitrogen Fertilizer,Ammonium Nitrate,Barley
89,54,54,25.840604365473425,56.32379304650086,5.545129023410695,Sandy,Organic Compost,Superphosphate,Corn
59,50,53,25.38798647305662,56.88097331113017,7.223329769398202,Loamy,Nitrogen Fertilizer,Urea,Rice
92,36,42,17.01652694112183,64.07321633142736,6.654234164775813,Sandy,Nitrogen Fertilizer,Potash,Wheat
93,39,49,19.49093382557522,58.05686502360928,7.281316910923685,Loamy,Potassium Fertilizer,Calcium Nitrate,Barley
78,42,27,20.380732881255202,53.029343204532836,6.693890446826345,Loamy,Nitrogen Fertilizer,Potash,Wheat
62,46,41,27.066558115192574,55.024732672823234,7.120322179919405,Sandy,Phosphorus Fertilizer,Urea,Rice
61,55,55,19.181398086218294,54.41826690656273,6.359346726710296,Clayey,Organic Compost,Calcium Nitrate,Barley
80,50,24,18.160574458008046,79.19230393736895,6.999719862576537,Clayey,Complete Fertilizer,Potash,Barley
95,57,32,29.361720285571444,72.7787752075542,7.326082933779712,Sandy,Potassium Fertilizer,Urea,Wheat
51,59,48,15.132949276702034,79.03284395808686,6.644245927444413,Sandy,Organic Compost,Potash,Soybean
99,55,50,29.967312835229674,63.19221459523726,5.861570301124759,Loamy,Organic Compost,Superphosphate,Wheat
84,43,35,25.152319482860932,58.3510544498797,6.037595230060396,Sandy,Phosphorus Fertilizer,Urea,Wheat
72,31,49,27.427039491736757,73.9487959162756,5.897289153794811,Loamy,Nitrogen Fertilizer,Potash,Soybean
66,57,35,19.4192909451929,59.787617541234404,5.993714055191466,Sandy,Phosphorus Fertilizer,Superphosphate,Rice
75,51,31,15.214729165005899,58.98150121116045,6.1128308987020725,Clayey,Nitrogen Fertilizer,Superphosphate,Rice
57,40,36,26.06804277842295,56.97517976623494,6.610267573506377,Clayey,Nitrogen Fertilizer,Urea,Barley
78,30,35,27.512168955010136,53.89036934672706,6.6759832589276655,Sandy,Organic Compost,Ammonium Nitrate,Corn
75,48,31,26.10714197930279,57.69389183050298,6.352999494483722,Loamy,Nitrogen Fertilizer,Calcium Nitrate,Corn
59,50,27,17.14275430951258,60.65959245421663,6.730841559641671,Clayey,Potassium Fertilizer,Urea,Barley
75,33,39,26.301418833854534,70.21982624437192,5.663149851222732,Loamy,Potassium Fertilizer,Superphosphate,Corn
83,48,22,26.533841731614615,51.87694526658355,5.67557647411632,Sandy,Potassium Fertilizer,Superphosphate,Wheat
90,55,35,24.878107735050826,56.31520818996029,5.843658920715317,Sandy,Organic Compost,Urea,Wheat
56,58,49,26.491738991933794,74.27070920875029,6.53615499608069,Clayey,Phosphorus Fertilizer,Ammonium Nitrate,Soybean
53,50,42,27.688821595165983,54.407657707513124,5.927989357396627,Sandy,Complete Fertilizer,Calcium Nitrate,Soybean
99,40,47,24.204061713561877,60.27935439567565,6.066568806985154,Clayey,Nitrogen Fertilizer,Potash,Barley
94,37,59,16.329070709545185,75.9397676557442,6.300625672345988,Loamy,Complete Fertilizer,Urea,Barley
60,40,24,22.314417145008164,54.64775933430328,7.12373224802076,Clayey,Phosphorus Fertilizer,Calcium Nitrate,Barley
78,33,39,16.164740020074078,52.4821050685457,5.52772427182572,Clayey,Phosphorus Fertilizer,Calcium Nitrate,Wheat
85,46,59,21.11314546548646,64.53613985240032,6.798757640473244,Loamy,Organic Compost,Superphosphate,Corn
74,56,20,21.106597336884413,59.07258533835609,6.8377530620813705,Clayey,Potassium Fertilizer,Potash,Barley
70,36,49,15.990147662103624,66.90225093451562,7.097311560713273,Clayey,Potassium Fertilizer,Urea,Barley
85,37,40,20.23230800954219,74.11414671450426,7.365505878120627,Sandy,Phosphorus Fertilizer,Superphosphate,Wheat
59,32,39,16.664971481869724,54.114454644582295,5.540275697898579,Loamy,Organic Compost,Superphosphate,Wheat
86,51,25,27.123528150138334,67.42097253662855,5.807567411026432,Clayey,Organic Compost,Ammonium Nitrate,Wheat
58,31,41,29.21532038946706,65.16526281169592,7.272342588111986,Loamy,Nitrogen Fertilizer,Calcium Nitrate,Corn
73,52,37,16.08474712886908,54.32236358039599,6.417037124374031,Loamy,Potassium Fertilizer,Urea,Barley
84,44,27,29.326728109375523,68.71995456586947,6.629181277866927,Clayey,Phosphorus Fertilizer,Urea,Rice
98,53,58,22.838648990051176,58.20921253582315,6.8260544074462945,Sandy,Complete Fertilizer,Urea,Rice
84,51,51,19.49348516930811,64.63502955632038,6.8581332089912745,Loamy,Potassium Fertilizer,Superphosphate,Barley
97,51,52,16.152931129142452,52.46816972831186,7.363480806633016,Clayey,Nitrogen Fertilizer,Ammonium Nitrate,Barley
85,34,35,22.509364021056268,63.78752171640869,7.493898834823339,Loamy,Organic Compost,Potash,Barley
67,53,31,26.91773316736123,59.19390404128461,6.94031492186188,Sandy,Phosphorus Fertilizer,Superphosphate,Barley
98,30,57,25.606297159000473,74.67143633556063,6.074442418410301,Sandy,Potassium Fertilizer,Potash,Corn
88,55,53,15.753390171959607,51.70936180992105,7.259504804588687,Sandy,Complete Fertilizer,Ammonium Nitrate,Rice
81,33,33,16.093527530518553,62.5582182475499,5.598441829081523,Clayey,Nitrogen Fertilizer,Calcium Nitrate,Soybean
73,44,55,21.043099239489557,63.752942723943136,5.962161705748993,Clayey,Nitrogen Fertilizer,Urea,Rice
72,49,52,19.42935741071915,71.75018228897356,7.29477143492743,Sandy,Potassium Fertilizer,Potash,Rice
81,48,42,18.485764845840716,67.22862725270633,6.01238302887871,Clayey,Complete Fertilizer,Superphosphate,Wheat
86,32,21,19.215067483630705,70.01637011582542,5.941302119243497,Sandy,Nitrogen Fertilizer,Potash,Barley
61,49,40,27.05224114945327,73.31147856955269,5.7762505862804945,Clayey,Phosphorus Fertilizer,Calcium Nitrate,Barley
98,40,21,28.938420804477808,75.86608920974567,7.2182235152938325,Sandy,Nitrogen Fertilizer,Urea,Barley
62,46,46,21.076540417913495,59.41626490167411,6.500116518382173,Loamy,Complete Fertilizer,Potash,Wheat
72,59,28,28.591665031987453,66.1406811609171,6.84978640610831,Sandy,Organic Compost,Calcium Nitrate,Corn
74,56,20,19.82243551871823,75.203242353176,5.97813276815006,Sandy,Organic Compost,Superphosphate,Corn
84,42,30,22.146554795156874,79.68353392895169,7.016080842022433,Clayey,Potassium Fertilizer,Ammonium Nitrate,Soybean
90,40,22,18.390434967239997,76.6855793313129,7.020011089924197,Clayey,Complete Fertilizer,Superphosphate,Corn
79,31,42,24.60714063263766,61.144017878731304,6.1251960498166005,Clayey,Nitrogen Fertilizer,Urea,Corn
66,38,45,29.68471672762213,55.85499551655951,6.321365266020566,Clayey,Nitrogen Fertilizer,Superphosphate,Barley
98,55,23,24.052396440650682,64.68177612219766,5.9193805548604015,Clayey,Organic Compost,Superphosphate,Rice
69,31,37,20.367211261703233,72.24924355508126,7.453122046645809,Clayey,Organic Compost,Superphosphate,Corn
97,50,25,24.717261689857928,64.77707212259892,6.791205154116823,Loamy,Phosphorus Fertilizer,Superphosphate,Corn
74,38,54,16.843810176980814,64.49542589941005,7.369087761431031,Sandy,Organic Compost,Urea,Wheat
71,38,41,28.32988620398098,75.14691263245402,6.106771087258267,Sandy,Phosphorus Fertilizer,Calcium Nitrate,Soybean
62,37,34,22.546259261697546,60.84211337201559,7.06378182599378,Sandy,Nitrogen Fertilizer,Potash,Wheat
68,46,41,21.74024613059463,75.79384024434937,7.031717287769484,Loamy,Phosphorus Fertilizer,Ammonium Nitrate,Barley
98,30,56,23.78797182680279,62.20414402855171,6.883311303733083,Sandy,Phosphorus Fertilizer,Potash,Rice
85,54,31,24.371757941841036,59.84699317035018,7.431277950533601,Loamy,Potassium Fertilizer,Potash,Soybean
61,58,57,16.076637093397697,63.61969733599097,6.287110672212631,Loamy,Organic Compost,Ammonium Nitrate,Wheat
90,40,37,25.239258318351034,72.87340876024605,5.761434647179515,Loamy,Phosphorus Fertilizer,Urea,Corn
68,37,54,18.628975204732946,53.780060835919826,6.843417718488121,Sandy,Nitrogen Fertilizer,Ammonium Nitrate,Corn
61,39,49,25.709289487598845,55.89257647616052,6.958619600954412,Loamy,Complete Fertilizer,Urea,Soybean
58,54,43,27.33802191576295,78.54334476989276,6.65012114691763,Sandy,Phosphorus Fertilizer,Potash,Corn
56,36,49,27.059377613287804,55.26474882144072,5.913635786266792,Sandy,Organic Compost,Urea,Wheat
77,32,33,23.28751451111834,67.03181953793164,6.508911883338711,Clayey,Potassium Fertilizer,Calcium Nitrate,Wheat
63,32,25,22.802548384661268,67.37943399985814,6.124379473138259,Clayey,Nitrogen Fertilizer,Ammonium Nitrate,Corn
80,47,22,17.143139420091174,64.68873386150734,6.354933056333378,Loamy,Potassium Fertilizer,Calcium Nitrate,Corn
68,34,35,26.63019225604703,69.34235745730456,6.790437151689328,Loamy,Complete Fertilizer,Potash,Barley
96,41,26,19.071140706700717,56.89480177392855,6.990429485381669,Sandy,Phosphorus Fertilizer,Ammonium Nitrate,Rice
65,41,33,22.450431342269198,66.57986803330245,5.9644493818026865,Loamy,Phosphorus Fertilizer,Potash,Soybean
54,48,28,19.26411139391275,61.165197657406914,6.310650721293907,Loamy,Organic Compost,Calcium Nitrate,Wheat
84,59,34,17.0074254449954,69.85001778887568,6.038323141983258,Sandy,Phosphorus Fertilizer,Potash,Soybean
61,35,40,24.443365453376046,54.23670630119449,5.897263227723738,Loamy,Nitrogen Fertilizer,Ammonium Nitrate,Barley
74,31,54,15.814980522343557,67.12632250518429,7.0667744399916765,Loamy,Complete Fertilizer,Ammonium Nitrate,Wheat
70,41,21,26.229678511893,55.55811066149971,7.318505388873985,Sandy,Potassium Fertilizer,Potash,Barley
85,48,46,19.76380192891675,58.35929189345109,6.240464371369153,Sandy,Complete Fertilizer,Ammonium Nitrate,Barley
72,34,21,15.00202039506728,56.561294009707495,7.002557848747534,Clayey,Phosphorus Fertilizer,Ammonium Nitrate,Corn
65,41,54,22.66693708855845,55.48513339606451,7.293990578728822,Sandy,Potassium Fertilizer,Potash,Soybean
88,56,37,15.702778627914046,74.77132854682,7.192248421060463,Clayey,Organic Compost,Calcium Nitrate,Soybean
94,56,33,19.142543367313493,58.57122702982671,5.865626777078452,Loamy,Complete Fertilizer,Ammonium Nitrate,Corn
91,46,39,25.60464731183574,77.81371345593348,7.412583763026722,Sandy,Potassium Fertilizer,Ammonium Nitrate,Soybean
88,58,37,15.940344324327988,79.09779576035572,6.253352880858925,Sandy,Potassium Fertilizer,Ammonium Nitrate,Corn
63,46,29,27.590077385340035,67.13781409811293,6.178481322347673,Sandy,Potassium Fertilizer,Ammonium Nitrate,Wheat
80,39,44,15.057298839878747,54.29003367997179,5.62486265455556,Loamy,Nitrogen Fertilizer,Potash,Barley
54,54,21,18.702358038028535,61.236447301387436,6.472347308209766,Clayey,Complete Fertilizer,Calcium Nitrate,Barley
84,52,44,26.11356084228107,73.93196790044642,5.718027231281857,Loamy,Potassium Fertilizer,Calcium Nitrate,Soybean
72,46,52,19.744052245939603,61.021721860912116,5.997079641854852,Loamy,Complete Fertilizer,Urea,Rice
78,44,55,16.528385820990202,52.61051654908366,6.1338852435345625,Sandy,Potassium Fertilizer,Ammonium Nitrate,Barley
92,41,50,20.40350878200642,66.70354732784564,7.117652646983368,Clayey,Organic Compost,Ammonium Nitrate,Corn
60,59,33,19.055899295767883,75.35362554488104,7.250977300791793,Loamy,Organic Compost,Urea,Rice
67,45,20,27.640678532408323,73.87779161430507,6.104932634922939,Sandy,Organic Compost,Calcium Nitrate,Rice
96,53,35,19.700218763777148,55.2536942039106,7.217396242489148,Loamy,Phosphorus Fertilizer,Superphosphate,Barley
61,48,22,26.833987076640106,70.182938432374,7.214461874739582,Loamy,Potassium Fertilizer,Superphosphate,Barley
58,37,54,28.378082172161022,56.615127903069414,7.029301900769747,Sandy,Phosphorus Fertilizer,Calcium Nitrate,Barley
59,50,25,21.507261293647943,56.546226036565166,5.793390228030363,Sandy,Complete Fertilizer,Ammonium Nitrate,Corn
93,46,44,28.649147157815882,76.22215319915556,6.880645693801458,Clayey,Phosphorus Fertilizer,Superphosphate,Rice
66,52,32,20.659770809447892,57.4900685822069,7.390048129161137,Loamy,Complete Fertilizer,Potash,Soybean
87,34,53,29.461176247351624,57.89742039554034,6.865080957534314,Sandy,Complete Fertilizer,Potash,Corn
56,51,27,16.339342867883595,50.019601722838985,6.163233698215668,Sandy,Complete Fertilizer,Urea,Wheat
95,45,40,25.305288997548644,76.12007102376553,6.501158634861662,Clayey,Phosphorus Fertilizer,Calcium Nitrate,Barley
62,35,53,22.40721060685393,73.77784439627405,6.791450086702107,Clayey,Potassium Fertilizer,Calcium Nitrate,Rice
89,37,23,20.814732081834705,68.81986805272034,6.521140817457007,Sandy,Phosphorus Fertilizer,Superphosphate,Corn
91,54,44,24.490678181229015,72.50797291816527,5.739905883461939,Clayey,Potassium Fertilizer,Ammonium Nitrate,Wheat
58,47,34,25.55785637451497,54.56145702273476,6.124128089304041,Sandy,Potassium Fertilizer,Calcium Nitrate,Corn
99,54,23,15.065449044754637,63.74970783762726,7.104792061107265,Loamy,Complete Fertilizer,Superphosphate,Corn
76,41,31,17.504296331207982,60.53658162046342,7.222836092191034,Clayey,Phosphorus Fertilizer,Superphosphate,Soybean
51,44,51,25.695690759514783,52.813295787710494,5.774600065431141,Loamy,Potassium Fertilizer,Calcium Nitrate,Soybean
54,56,51,24.995781203673097,64.58391455644772,7.404773504797449,Loamy,Organic Compost,Superphosphate,Corn
78,55,47,29.490712576930157,77.62218951027906,6.157645235697219,Loamy,Potassium Fertilizer,Urea,Wheat
86,38,32,26.415566853761746,51.20177357152083,6.82462747746144,Sandy,Organic Compost,Urea,Rice
87,42,50,29.26159061597007,58.743827404813814,7.003650291913362,Loamy,Phosphorus Fertilizer,Calcium Nitrate,Rice
68,55,33,25.538107523022106,56.226228086171105,7.123892469275766,Loamy,Phosphorus Fertilizer,Ammonium Nitrate,Barley
57,44,39,19.47078312959165,57.14439960997089,7.39149940445186,Loamy,Phosphorus Fertilizer,Urea,Barley
97,39,37,16.58047383376285,77.25303655638126,6.125839096057645,Sandy,Potassium Fertilizer,Urea,Rice
94,45,48,26.72735795017403,64.0420716270287,7.217012909103109,Loamy,Nitrogen Fertilizer,Calcium Nitrate,Corn
50,36,25,24.66223832213874,63.988982388194565,5.763373806872414,Loamy,Potassium Fertilizer,Potash,Corn
71,46,51,15.722790185899443,72.81726927365847,6.910081812707185,Clayey,Potassium Fertilizer,Superphosphate,Soybean
66,52,48,20.400756988514676,54.63476612014777,6.983955459027972,Sandy,Complete Fertilizer,Urea,Soybean
56,55,21,29.351997232264292,64.61796062300152,6.855446482402641,Loamy,Complete Fertilizer,Potash,Barley
74,50,42,22.50601718565302,62.89955642363179,6.004629472270306,Clayey,Potassium Fertilizer,Ammonium Nitrate,Rice
94,51,38,21.49093704029557,67.90732071639968,7.246086294030407,Sandy,Organic Compost,Potash,Corn
53,55,50,21.86549407738941,79.98673109751316,5.83771692674079,Sandy,Complete Fertilizer,Calcium Nitrate,Rice
85,36,24,18.133240860077457,73.08346682246142,5.607269583041662,Sandy,Potassium Fertilizer,Ammonium Nitrate,Wheat
55,43,38,20.53060756297193,61.93597109052281,6.934929981223824,Sandy,Nitrogen Fertilizer,Ammonium Nitrate,Rice
80,44,53,20.54719883980765,74.8265915682214,6.450951430465468,Sandy,Organic Compost,Potash,Wheat
68,50,29,15.785325302812087,55.1212508993744,7.198196039917352,Sandy,Phosphorus Fertilizer,Calcium Nitrate,Soybean
93,36,44,26.513514427768776,50.9139105892688,6.266794282116518,Loamy,Potassium Fertilizer,Urea,Soybean
88,38,21,21.247566478558184,56.133451173928194,5.836557177015425,Loamy,Potassium Fertilizer,Potash,Barley
76,48,30,27.33269830224635,60.21234668342779,7.1728843849397395,Loamy,Organic Compost,Urea,Rice
59,45,50,27.755220016798432,65.31742272378679,6.597819263280144,Loamy,Complete Fertilizer,Potash,Rice
75,37,34,18.179910820479872,68.45387421623599,5.87839158478071,Clayey,Complete Fertilizer,Urea,Wheat
68,47,28,24.86030223255193,77.31817151643266,6.940767997172891,Loamy,Complete Fertilizer,Potash,Soybean
88,56,42,22.084227062444725,65.29562028651372,6.522227276979001,Sandy,Phosphorus Fertilizer,Ammonium Nitrate,Wheat
52,52,38,28.202351068822274,65.03826933877188,6.70862596448064,Loamy,Organic Compost,Superphosphate,Soybean
94,58,28,18.236110187646812,51.50729029468946,6.421796676413164,Loamy,Organic Compost,Ammonium Nitrate,Wheat
62,47,54,25.167198004650665,51.04734657968672,7.157417967636013,Sandy,Complete Fertilizer,Urea,Soybean
99,59,40,24.116281833790836,66.53479885749115,7.1591254313661,Loamy,Complete Fertilizer,Calcium Nitrate,Wheat
77,49,28,19.42952216357749,63.14535839745034,6.918777643648772,Loamy,Nitrogen Fertilizer,Ammonium Nitrate,Soybean
69,36,47,17.04901355476759,75.17541184940896,5.710802754792924,Loamy,Nitrogen Fertilizer,Superphosphate,Wheat
77,32,26,24.774596407159148,54.82038754135536,7.177707723808138,Clayey,Potassium Fertilizer,Urea,Rice
57,47,35,26.07896187198496,50.74914986351149,6.842025961065819,Loamy,Potassium Fertilizer,Ammonium Nitrate,Barley
90,56,35,19.73441015645025,63.47116303790378,6.894048332008599,Sandy,Organic Compost,Potash,Wheat
88,39,52,24.672489060334705,57.124356702567724,6.225965680807743,Sandy,Organic Compost,Calcium Nitrate,Barley
50,36,23,20.92696361417255,51.488431200165124,7.258559112314013,Loamy,Phosphorus Fertilizer,Urea,Rice
52,46,23,25.698103249239267,71.73794860542887,6.950743200469715,Loamy,Phosphorus Fertilizer,Ammonium Nitrate,Rice
62,43,58,17.988229123410797,53.347789998717424,5.725180933058389,Loamy,Nitrogen Fertilizer,Urea,Soybean
77,53,59,28.353225039542615,68.24958500023315,6.315556068812326,Sandy,Potassium Fertilizer,Potash,Barley
98,32,36,19.311143946983698,58.43149250500667,7.272760723920284,Sandy,Nitrogen Fertilizer,Superphosphate,Corn
74,41,56,20.516789816342293,55.20488151065066,5.594393403394758,Clayey,Nitrogen Fertilizer,Ammonium Nitrate,Soybean
82,57,58,15.871379281205247,61.39254568757953,7.422833239284099,Clayey,Potassium Fertilizer,Urea,Barley
87,42,48,16.672683184819146,74.0433732866886,6.858325136639126,Clayey,Phosphorus Fertilizer,Urea,Wheat
55,31,55,22.737928540684923,61.76280730713718,6.762751955286753,Sandy,Potassium Fertilizer,Urea,Wheat
93,32,57,19.013890150919572,72.52308947633168,6.041118512975983,Clayey,Complete Fertilizer,Superphosphate,Rice
94,34,58,27.532203386132913,53.76458890397452,5.997583577478354,Loamy,Complete Fertilizer,Urea,Corn
81,40,56,15.220400829824307,73.18314258995238,7.384116438977191,Loamy,Complete Fertilizer,Calcium Nitrate,Wheat
94,37,54,20.686410730079043,57.10799974719946,6.096544908468245,Sandy,Organic Compost,Calcium Nitrate,Barley
96,55,26,20.06018320153639,70.32179389666618,7.051010593437999,Clayey,Phosphorus Fertilizer,Urea,Barley
70,52,46,15.289914463764015,66.9734466452299,6.286243596414158,Loamy,Phosphorus Fertilizer,Calcium Nitrate,Wheat
65,52,47,16.865525985007654,77.87434151635063,5.778508141569408,Sandy,Organic Compost,Ammonium Nitrate,Barley
70,41,41,21.20464012377953,61.61967553925942,5.521430595390718,Clayey,Nitrogen Fertilizer,Calcium Nitrate,Barley
60,36,33,22.3929687667117,51.98495566503321,6.588514674030502,Loamy,Complete Fertilizer,Urea,Rice
86,44,26,21.064346208823036,50.574664566537585,7.451557637097865,Clayey,Complete Fertilizer,Potash,Corn
85,53,56,22.964065176181407,74.8057568291826,6.238272387618409,Sandy,Nitrogen Fertilizer,Ammonium Nitrate,Rice
84,46,41,23.926975123585223,65.74206912984296,6.2143846679860895,Clayey,Potassium Fertilizer,Superphosphate,Corn
68,33,24,15.148857316917535,73.25732155504848,6.188183235698884,Sandy,Potassium Fertilizer,Urea,Barley
69,58,21,21.96142739180256,57.03276800034544,6.541087674609717,Clayey,Phosphorus Fertilizer,Superphosphate,Corn
67,51,46,29.452488613313825,60.35251236539701,6.381329766848587,Loamy,Organic Compost,Potash,Barley
96,54,40,22.78548420194323,50.903116166339565,7.259829253454029,Sandy,Phosphorus Fertilizer,Superphosphate,Barley
90,42,57,25.163134011884296,78.84476973722337,6.51104158344698,Sandy,Potassium Fertilizer,Urea,Rice
98,47,34,19.677957868753246,70.0360372010244,6.515515676377138,Sandy,Nitrogen Fertilizer,Urea,Rice
63,30,40,26.609870672291436,77.99615263277919,5.776743189441113,Clayey,Phosphorus Fertilizer,Potash,Soybean
64,45,29,26.593822228141725,57.964892222872166,7.465479081820772,Clayey,Complete Fertilizer,Urea,Wheat
80,42,42,22.819440714812085,68.34390833676983,5.99994578173766,Loamy,Complete Fertilizer,Potash,Soybean
50,39,58,29.640207349188202,70.35499904877913,5.646728134919205,Sandy,Nitrogen Fertilizer,Potash,Soybean
52,41,24,16.8832532214398,59.52649100772766,6.826292497950417,Sandy,Potassium Fertilizer,Urea,Corn
65,59,20,15.254214973343714,75.44327705046891,6.690732740313745,Clayey,Complete Fertilizer,Calcium Nitrate,Barley
